PC6,hh_ID,hh_size,neighb_code,hh_type,income_group,car_ownership,longitude,latitude,PC4
2532CG,34566,4,BU05183638,couple_with_children,income_1_10,0,4.30441957009337,52.0536071873149,2532
2532CG,36945,1,BU05183638,single,income_1_10,0,4.30441957009337,52.0536071873149,2532
2532CG,36455,1,BU05183638,single,income_3_10,1,4.30441957009337,52.0536071873149,2532
2532CG,35572,3,BU05183638,couple_with_children,income_2_10,0,4.30441957009337,52.0536071873149,2532
2532CG,36655,1,BU05183638,single,income_2_10,0,4.30441957009337,52.0536071873149,2532
2532CG,35416,3,BU05183638,couple_with_children,income_4_10,0,4.30441957009337,52.0536071873149,2532
2532CH,36778,1,BU05183638,single,income_1_10,0,4.30391136412432,52.0533393327086,2532
2532CH,37101,1,BU05183638,single,income_2_10,1,4.30391136412432,52.0533393327086,2532
2532CH,34462,4,BU05183638,single-parent,income_4_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35579,3,BU05183638,couple_with_children,income_8_10,0,4.30391136412432,52.0533393327086,2532
2532CH,36095,2,BU05183638,couple_without_children,income_10_10,0,4.30391136412432,52.0533393327086,2532
2532CH,34763,3,BU05183638,single-parent,income_1_10,1,4.30391136412432,52.0533393327086,2532
2532CH,37130,1,BU05183638,single,income_1_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35660,2,BU05183638,couple_without_children,income_1_10,0,4.30391136412432,52.0533393327086,2532
2532CH,37474,1,BU05183638,single,income_5_10,1,4.30391136412432,52.0533393327086,2532
2532CH,34829,3,BU05183638,single-parent,income_2_10,1,4.30391136412432,52.0533393327086,2532
2532CH,36173,1,BU05183638,single,income_2_10,0,4.30391136412432,52.0533393327086,2532
2532CH,34915,4,BU05183638,couple_with_children,income_10_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35143,2,BU05183638,single-parent,income_4_10,1,4.30391136412432,52.0533393327086,2532
2532CH,36836,1,BU05183638,single,income_3_10,1,4.30391136412432,52.0533393327086,2532
2532CH,34874,4,BU05183638,couple_with_children,income_10_10,0,4.30391136412432,52.0533393327086,2532
2532CH,37319,1,BU05183638,single,income_10_10,0,4.30391136412432,52.0533393327086,2532
2532CH,37559,1,BU05183638,single,income_5_10,1,4.30391136412432,52.0533393327086,2532
2532CH,35914,2,BU05183638,couple_without_children,income_5_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35420,3,BU05183638,couple_with_children,income_4_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35009,4,BU05183638,couple_with_children,income_4_10,0,4.30391136412432,52.0533393327086,2532
2532CH,34989,4,BU05183638,couple_with_children,income_3_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35919,2,BU05183638,couple_without_children,income_3_10,0,4.30391136412432,52.0533393327086,2532
2532CH,36590,1,BU05183638,single,income_10_10,1,4.30391136412432,52.0533393327086,2532
2532CH,37455,1,BU05183638,single,income_8_10,1,4.30391136412432,52.0533393327086,2532
2532CH,36324,1,BU05183638,single,income_2_10,1,4.30391136412432,52.0533393327086,2532
2532CH,36639,1,BU05183638,single,income_3_10,1,4.30391136412432,52.0533393327086,2532
2532CH,34705,3,BU05183638,single-parent,income_3_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35515,3,BU05183638,couple_with_children,income_1_10,0,4.30391136412432,52.0533393327086,2532
2532CH,36167,1,BU05183638,single,income_9_10,1,4.30391136412432,52.0533393327086,2532
2532CH,34982,4,BU05183638,couple_with_children,income_8_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35805,2,BU05183638,couple_without_children,income_9_10,0,4.30391136412432,52.0533393327086,2532
2532CH,35305,2,BU05183638,single-parent,income_3_10,0,4.30391136412432,52.0533393327086,2532
2532CJ,34433,4,BU05183638,single-parent,income_2_10,1,4.30336922042215,52.053048186845,2532
2532CJ,35969,2,BU05183638,couple_without_children,income_1_10,0,4.30336922042215,52.053048186845,2532
2532CJ,37717,1,BU05183638,single,income_5_10,1,4.30336922042215,52.053048186845,2532
2532CJ,37323,1,BU05183638,single,income_5_10,0,4.30336922042215,52.053048186845,2532
2532CJ,34970,4,BU05183638,couple_with_children,income_1_10,0,4.30336922042215,52.053048186845,2532
2532CJ,35902,2,BU05183638,couple_without_children,income_5_10,0,4.30336922042215,52.053048186845,2532
2532CJ,34416,4,BU05183638,single-parent,income_6_10,1,4.30336922042215,52.053048186845,2532
2532CJ,35548,2,BU05183638,single-parent,income_1_10,1,4.30336922042215,52.053048186845,2532
2532CJ,35051,3,BU05183638,couple_with_children,income_1_10,0,4.30336922042215,52.053048186845,2532
2532CJ,36170,1,BU05183638,single,income_3_10,0,4.30336922042215,52.053048186845,2532
2532CJ,34746,3,BU05183638,single-parent,income_3_10,1,4.30336922042215,52.053048186845,2532
2532CJ,36098,2,BU05183638,couple_without_children,income_6_10,0,4.30336922042215,52.053048186845,2532
2532CJ,35252,2,BU05183638,single-parent,income_2_10,1,4.30336922042215,52.053048186845,2532
2532CJ,37177,1,BU05183638,single,income_3_10,1,4.30336922042215,52.053048186845,2532
2532CJ,34748,4,BU05183638,couple_with_children,income_7_10,0,4.30336922042215,52.053048186845,2532
2532CJ,36117,2,BU05183638,couple_without_children,income_1_10,0,4.30336922042215,52.053048186845,2532
2532CJ,36070,2,BU05183638,couple_without_children,income_3_10,0,4.30336922042215,52.053048186845,2532
2532CK,34501,4,BU05183638,single-parent,income_4_10,1,4.30396716286477,52.0529943209397,2532
2532CK,35735,2,BU05183638,couple_without_children,income_3_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36242,1,BU05183638,single,income_5_10,1,4.30396716286477,52.0529943209397,2532
2532CK,35097,3,BU05183638,couple_with_children,income_2_10,0,4.30396716286477,52.0529943209397,2532
2532CK,34358,5,BU05183638,couple_with_children,income_7_10,0,4.30396716286477,52.0529943209397,2532
2532CK,34595,4,BU05183638,couple_with_children,income_8_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36178,1,BU05183638,single,income_2_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36203,1,BU05183638,single,income_6_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36377,1,BU05183638,single,income_8_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36511,1,BU05183638,single,income_2_10,1,4.30396716286477,52.0529943209397,2532
2532CK,35780,2,BU05183638,couple_without_children,income_3_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36264,1,BU05183638,single,income_5_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36328,1,BU05183638,single,income_2_10,1,4.30396716286477,52.0529943209397,2532
2532CK,36628,1,BU05183638,single,income_5_10,0,4.30396716286477,52.0529943209397,2532
2532CK,35764,2,BU05183638,couple_without_children,income_8_10,0,4.30396716286477,52.0529943209397,2532
2532CK,37353,1,BU05183638,single,income_4_10,1,4.30396716286477,52.0529943209397,2532
2532CK,36078,2,BU05183638,couple_without_children,income_10_10,0,4.30396716286477,52.0529943209397,2532
2532CK,35333,3,BU05183638,couple_with_children,income_10_10,0,4.30396716286477,52.0529943209397,2532
2532CK,35911,2,BU05183638,couple_without_children,income_1_10,0,4.30396716286477,52.0529943209397,2532
2532CK,36597,1,BU05183638,single,income_8_10,0,4.30396716286477,52.0529943209397,2532
2532CL,35514,3,BU05183638,couple_with_children,income_7_10,0,4.30205551093699,52.0523363517767,2532
2532CL,35178,3,BU05183638,couple_with_children,income_9_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36206,1,BU05183638,single,income_1_10,1,4.30205551093699,52.0523363517767,2532
2532CL,35352,2,BU05183638,single-parent,income_2_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36526,1,BU05183638,single,income_4_10,1,4.30205551093699,52.0523363517767,2532
2532CL,34991,4,BU05183638,couple_with_children,income_1_10,0,4.30205551093699,52.0523363517767,2532
2532CL,34596,4,BU05183638,couple_with_children,income_1_10,0,4.30205551093699,52.0523363517767,2532
2532CL,35807,2,BU05183638,couple_without_children,income_4_10,0,4.30205551093699,52.0523363517767,2532
2532CL,37294,1,BU05183638,single,income_10_10,0,4.30205551093699,52.0523363517767,2532
2532CL,35043,2,BU05183638,single-parent,income_1_10,0,4.30205551093699,52.0523363517767,2532
2532CL,35430,2,BU05183638,single-parent,income_4_10,1,4.30205551093699,52.0523363517767,2532
2532CL,34720,4,BU05183638,couple_with_children,income_3_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36704,1,BU05183638,single,income_3_10,1,4.30205551093699,52.0523363517767,2532
2532CL,35526,3,BU05183638,couple_with_children,income_2_10,0,4.30205551093699,52.0523363517767,2532
2532CL,37052,1,BU05183638,single,income_1_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36333,1,BU05183638,single,income_6_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36162,2,BU05183638,couple_without_children,income_10_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36415,1,BU05183638,single,income_3_10,1,4.30205551093699,52.0523363517767,2532
2532CL,36924,1,BU05183638,single,income_3_10,1,4.30205551093699,52.0523363517767,2532
2532CL,37451,1,BU05183638,single,income_6_10,1,4.30205551093699,52.0523363517767,2532
2532CL,35992,2,BU05183638,couple_without_children,income_3_10,0,4.30205551093699,52.0523363517767,2532
2532CL,36935,1,BU05183638,single,income_10_10,1,4.30205551093699,52.0523363517767,2532
2532CL,37077,1,BU05183638,single,income_2_10,1,4.30205551093699,52.0523363517767,2532
2532CL,37276,1,BU05183638,single,income_5_10,1,4.30205551093699,52.0523363517767,2532
2532CL,36174,1,BU05183638,single,income_7_10,1,4.30205551093699,52.0523363517767,2532
2532CL,36439,1,BU05183638,single,income_5_10,1,4.30205551093699,52.0523363517767,2532
2532CL,35166,3,BU05183638,couple_with_children,income_2_10,0,4.30205551093699,52.0523363517767,2532
2532CL,34902,3,BU05183638,single-parent,income_2_10,1,4.30205551093699,52.0523363517767,2532
2532CL,36058,2,BU05183638,couple_without_children,income_1_10,0,4.30205551093699,52.0523363517767,2532
2532CM,36737,1,BU05183638,single,income_6_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36440,1,BU05183638,single,income_6_10,1,4.30150836549035,52.0520512883776,2532
2532CM,34619,4,BU05183638,couple_with_children,income_2_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36558,1,BU05183638,single,income_5_10,0,4.30150836549035,52.0520512883776,2532
2532CM,37205,1,BU05183638,single,income_7_10,0,4.30150836549035,52.0520512883776,2532
2532CM,34808,3,BU05183638,single-parent,income_1_10,0,4.30150836549035,52.0520512883776,2532
2532CM,34630,4,BU05183638,couple_with_children,income_9_10,0,4.30150836549035,52.0520512883776,2532
2532CM,37004,1,BU05183638,single,income_4_10,1,4.30150836549035,52.0520512883776,2532
2532CM,34857,4,BU05183638,couple_with_children,income_10_10,0,4.30150836549035,52.0520512883776,2532
2532CM,35480,3,BU05183638,couple_with_children,income_9_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36471,1,BU05183638,single,income_1_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36607,1,BU05183638,single,income_2_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36525,1,BU05183638,single,income_7_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36381,1,BU05183638,single,income_1_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36002,2,BU05183638,couple_without_children,income_3_10,0,4.30150836549035,52.0520512883776,2532
2532CM,34893,4,BU05183638,couple_with_children,income_10_10,0,4.30150836549035,52.0520512883776,2532
2532CM,35585,3,BU05183638,couple_with_children,income_9_10,0,4.30150836549035,52.0520512883776,2532
2532CM,35607,2,BU05183638,single-parent,income_7_10,1,4.30150836549035,52.0520512883776,2532
2532CM,35257,3,BU05183638,couple_with_children,income_10_10,0,4.30150836549035,52.0520512883776,2532
2532CM,36483,1,BU05183638,single,income_6_10,1,4.30150836549035,52.0520512883776,2532
2532CM,36604,1,BU05183638,single,income_1_10,0,4.30150836549035,52.0520512883776,2532
2532CM,37579,1,BU05183638,single,income_1_10,1,4.30150836549035,52.0520512883776,2532
2532CN,34962,4,BU05183638,couple_with_children,income_6_10,0,4.30116542410288,52.0513408067892,2532
2532CN,36255,1,BU05183638,single,income_9_10,0,4.30116542410288,52.0513408067892,2532
2532CN,36664,1,BU05183638,single,income_4_10,1,4.30116542410288,52.0513408067892,2532
2532CN,36394,1,BU05183638,single,income_2_10,0,4.30116542410288,52.0513408067892,2532
2532CN,37068,1,BU05183638,single,income_2_10,0,4.30116542410288,52.0513408067892,2532
2532CN,36384,1,BU05183638,single,income_7_10,1,4.30116542410288,52.0513408067892,2532
2532CN,34988,3,BU05183638,single-parent,income_2_10,1,4.30116542410288,52.0513408067892,2532
2532CN,35758,2,BU05183638,couple_without_children,income_7_10,0,4.30116542410288,52.0513408067892,2532
2532CN,35471,2,BU05183638,single-parent,income_1_10,0,4.30116542410288,52.0513408067892,2532
2532CN,34899,4,BU05183638,couple_with_children,income_8_10,0,4.30116542410288,52.0513408067892,2532
2532CN,35386,2,BU05183638,single-parent,income_2_10,1,4.30116542410288,52.0513408067892,2532
2532CN,35070,3,BU05183638,couple_with_children,income_10_10,0,4.30116542410288,52.0513408067892,2532
2532CN,37558,1,BU05183638,single,income_4_10,1,4.30116542410288,52.0513408067892,2532
2532CN,34507,5,BU05183638,couple_with_children,income_7_10,0,4.30116542410288,52.0513408067892,2532
2532CN,37114,1,BU05183638,single,income_2_10,1,4.30116542410288,52.0513408067892,2532
2532CN,34692,4,BU05183638,couple_with_children,income_2_10,0,4.30116542410288,52.0513408067892,2532
2532CN,35682,2,BU05183638,couple_without_children,income_9_10,0,4.30116542410288,52.0513408067892,2532
2532CN,34694,4,BU05183638,couple_with_children,income_1_10,0,4.30116542410288,52.0513408067892,2532
2532CP,20473,5,BU05183620,couple_with_children,income_8_10,0,4.30709120741145,52.0541214222001,2532
2532CP,20838,2,BU05183620,single-parent,income_5_10,1,4.30709120741145,52.0541214222001,2532
2532CP,21661,1,BU05183620,single,income_3_10,0,4.30709120741145,52.0541214222001,2532
2532CP,21148,2,BU05183620,couple_without_children,income_5_10,0,4.30709120741145,52.0541214222001,2532
2532CP,20772,3,BU05183620,single-parent,income_1_10,0,4.30709120741145,52.0541214222001,2532
2532CP,22001,1,BU05183620,single,income_3_10,0,4.30709120741145,52.0541214222001,2532
2532CP,20600,3,BU05183620,single-parent,income_2_10,0,4.30709120741145,52.0541214222001,2532
2532CP,21516,1,BU05183620,single,income_5_10,1,4.30709120741145,52.0541214222001,2532
2532CP,20561,5,BU05183620,couple_with_children,income_9_10,0,4.30709120741145,52.0541214222001,2532
2532CP,21896,1,BU05183620,single,income_1_10,1,4.30709120741145,52.0541214222001,2532
2532CP,22118,1,BU05183620,single,income_2_10,1,4.30709120741145,52.0541214222001,2532
2532CP,21840,1,BU05183620,single,income_10_10,1,4.30709120741145,52.0541214222001,2532
2532CP,21631,1,BU05183620,single,income_3_10,1,4.30709120741145,52.0541214222001,2532
2532CP,20876,3,BU05183620,couple_with_children,income_4_10,0,4.30709120741145,52.0541214222001,2532
2532CP,21192,2,BU05183620,couple_without_children,income_8_10,0,4.30709120741145,52.0541214222001,2532
2532CP,21513,1,BU05183620,single,income_8_10,1,4.30709120741145,52.0541214222001,2532
2532CP,21517,1,BU05183620,single,income_3_10,1,4.30709120741145,52.0541214222001,2532
2532CR,21580,1,BU05183620,single,income_2_10,0,4.30445609273991,52.0525844128471,2532
2532CR,20683,4,BU05183620,couple_with_children,income_2_10,0,4.30445609273991,52.0525844128471,2532
2532CR,21596,1,BU05183620,single,income_4_10,1,4.30445609273991,52.0525844128471,2532
2532CR,22056,1,BU05183620,single,income_6_10,0,4.30445609273991,52.0525844128471,2532
2532CR,20581,4,BU05183620,couple_with_children,income_6_10,0,4.30445609273991,52.0525844128471,2532
2532CR,21233,2,BU05183620,couple_without_children,income_10_10,0,4.30445609273991,52.0525844128471,2532
2532CR,21477,1,BU05183620,single,income_3_10,1,4.30445609273991,52.0525844128471,2532
2532CR,21810,1,BU05183620,single,income_4_10,1,4.30445609273991,52.0525844128471,2532
2532CR,20959,2,BU05183620,single-parent,income_4_10,0,4.30445609273991,52.0525844128471,2532
2532CR,21443,1,BU05183620,single,income_7_10,1,4.30445609273991,52.0525844128471,2532
2532CR,20960,3,BU05183620,couple_with_children,income_5_10,0,4.30445609273991,52.0525844128471,2532
2532CR,21561,1,BU05183620,single,income_8_10,1,4.30445609273991,52.0525844128471,2532
2532CR,21860,1,BU05183620,single,income_6_10,1,4.30445609273991,52.0525844128471,2532
2532CR,21663,1,BU05183620,single,income_8_10,0,4.30445609273991,52.0525844128471,2532
2532CS,21028,3,BU05183620,couple_with_children,income_7_10,0,4.30232758938585,52.0513612993866,2532
2532CS,21298,1,BU05183620,single,income_5_10,1,4.30232758938585,52.0513612993866,2532
2532CS,21954,1,BU05183620,single,income_6_10,1,4.30232758938585,52.0513612993866,2532
2532CS,20966,2,BU05183620,single-parent,income_3_10,1,4.30232758938585,52.0513612993866,2532
2532CS,21462,1,BU05183620,single,income_3_10,0,4.30232758938585,52.0513612993866,2532
2532CS,21829,1,BU05183620,single,income_8_10,1,4.30232758938585,52.0513612993866,2532
2532CS,21576,1,BU05183620,single,income_3_10,0,4.30232758938585,52.0513612993866,2532
2532CS,21205,2,BU05183620,couple_without_children,income_7_10,0,4.30232758938585,52.0513612993866,2532
2532CS,20538,4,BU05183620,single-parent,income_2_10,0,4.30232758938585,52.0513612993866,2532
2532CS,20756,4,BU05183620,couple_with_children,income_2_10,0,4.30232758938585,52.0513612993866,2532
2532CS,20585,3,BU05183620,single-parent,income_5_10,1,4.30232758938585,52.0513612993866,2532
2532CS,21378,1,BU05183620,single,income_3_10,0,4.30232758938585,52.0513612993866,2532
2532CS,21293,1,BU05183620,single,income_2_10,1,4.30232758938585,52.0513612993866,2532
2532CS,21531,1,BU05183620,single,income_7_10,1,4.30232758938585,52.0513612993866,2532
